book_slug,chapter_index,chapter_slug,chapter_title,duration_seconds,audio_url,r2_key
server-donne-leccami-la-password,20,sd-7,"IV ondata",790,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/19sd.wav,server-donne-leccami-la-password/19sd.wav
server-donne-leccami-la-password,21,sd-8,"Cyberfemminismo",412,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/20sd.wav,server-donne-leccami-la-password/20sd.wav
server-donne-leccami-la-password,22,sd-9,"VNS matrix",315,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/21sd.wav,server-donne-leccami-la-password/21sd.wav
server-donne-leccami-la-password,23,sd-10,"L’amicizia con le macchine e il postumano",648,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/22sd.wav,server-donne-leccami-la-password/22sd.wav
server-donne-leccami-la-password,24,sd-11,"3 I molti inizi",1109,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/23sd.wav,server-donne-leccami-la-password/23sd.wav
server-donne-leccami-la-password,25,sd-unito,"Gli inizi del Server Donne",1367,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/24sd_unito.wav,server-donne-leccami-la-password/24sd_unito.wav
server-donne-leccami-la-password,26,sd-unito-2,"All’origine della macchina server donne",440,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/25sd_unito.wav,server-donne-leccami-la-password/25sd_unito.wav
server-donne-leccami-la-password,27,sd-12,"Abitare la rete",625,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/26sd.wav,server-donne-leccami-la-password/26sd.wav
server-donne-leccami-la-password,28,sd-13,"Essere un internet server provider",595,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/27sd.wav,server-donne-leccami-la-password/27sd.wav
server-donne-leccami-la-password,29,sd-14,"Il server all’epoca dei social",993,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/28sd.wav,server-donne-leccami-la-password/28sd.wav
server-donne-leccami-la-password,30,29,"Il networking fai da te",299,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/29.wav,server-donne-leccami-la-password/29.wav
server-donne-leccami-la-password,31,sd-15,"La sistemista inesistente",690,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/30sd.wav,server-donne-leccami-la-password/30sd.wav
server-donne-leccami-la-password,32,sd-16,"Agilulfo...",649,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/31sd.wav,server-donne-leccami-la-password/31sd.wav
server-donne-leccami-la-password,33,sd-17,"L’autonoma gestione di un server",502,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/32sd.wav,server-donne-leccami-la-password/32sd.wav
server-donne-leccami-la-password,34,sd-18,"I luoghi fisici del progetto SD...",738,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/33sd.wav,server-donne-leccami-la-password/33sd.wav
server-donne-leccami-la-password,35,sd-19,"CRM...",712,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/34sd.wav,server-donne-leccami-la-password/34sd.wav
server-donne-leccami-la-password,36,sd-20,"R@W-Recycle@women",339,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/35sd.wav,server-donne-leccami-la-password/35sd.wav
server-donne-leccami-la-password,37,sd-21,"Il movimento degli hackerspace femministi...",897,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/36sd.wav,server-donne-leccami-la-password/36sd.wav
server-donne-leccami-la-password,38,sd-22,"Altri inizi Cataloghi-biblioteche-sistemi informativi...",1088,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/37sd.wav,server-donne-leccami-la-password/37sd.wav
server-donne-leccami-la-password,39,sd-23,"Nel colto linguaggio femminista di allora...",1429,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/38sd.wav,server-donne-leccami-la-password/38sd.wav
server-donne-leccami-la-password,40,sd-24,"L’ironia della memoria perduta",218,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/39sd.wav,server-donne-leccami-la-password/39sd.wav
server-donne-leccami-la-password,41,sd-25,"5 Dalla cultura dei siti alla conversazione dei social...",1057,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/40sd.wav,server-donne-leccami-la-password/40sd.wav
server-donne-leccami-la-password,42,sd-26,"Leccami la password...",906,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/41sd.wav,server-donne-leccami-la-password/41sd.wav
server-donne-leccami-la-password,43,sd-27,"Women.it con Archivarix...",1039,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/42sd.wav,server-donne-leccami-la-password/42sd.wav
server-donne-leccami-la-password,44,sd-28,"La posta elettronica prima dei social e degli smartphone",712,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/43sd.wav,server-donne-leccami-la-password/43sd.wav
server-donne-leccami-la-password,45,sd-29,"Crossmedialità",955,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/44sd.wav,server-donne-leccami-la-password/44sd.wav
server-donne-leccami-la-password,46,sd-30,"6 Cercatrice di Rete...",1512,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/45sd.wav,server-donne-leccami-la-password/45sd.wav
server-donne-leccami-la-password,47,sd-31,"La costruzione dell’artefatto, la realizzazione di un motore di ricerca gender oriented...",976,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/46sd.wav,server-donne-leccami-la-password/46sd.wav
server-donne-leccami-la-password,48,sd-32,"Cercatrice per la Regione Emilia-Romagna e la proposta di un ricco ingaggio...",1696,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/47sd.wav,server-donne-leccami-la-password/47sd.wav
server-donne-leccami-la-password,49,sd-33,"7 Separazione non voluta...",1636,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/48sd.wav,server-donne-leccami-la-password/48sd.wav
server-donne-leccami-la-password,50,sd-34,"Il ricatto degli spettri...",3773,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/49sd.wav,server-donne-leccami-la-password/49sd.wav
server-donne-leccami-la-password,51,finalesd,"Post scriptum",35,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/server-donne-leccami-la-password/50finalesd.wav,server-donne-leccami-la-password/50finalesd.wav
un-americana-a-parigi,1,introamericana,"Un’americana a Parigi",16,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/00introamericana.wav,unamericana-a-parigi/00introamericana.wav
un-americana-a-parigi,2,am,"§",755,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/01am.wav,unamericana-a-parigi/01am.wav
un-americana-a-parigi,3,am-2,"§",219,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/02am.wav,unamericana-a-parigi/02am.wav
un-americana-a-parigi,4,am-3,"§",555,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/03am.wav,unamericana-a-parigi/03am.wav
un-americana-a-parigi,5,am-4,"§",830,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/04am.wav,unamericana-a-parigi/04am.wav
un-americana-a-parigi,6,amnel,"§",842,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/05amnel.wav,unamericana-a-parigi/05amnel.wav
un-americana-a-parigi,7,amnel-2,"§",1103,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/06amnel.wav,unamericana-a-parigi/06amnel.wav
un-americana-a-parigi,8,amflorence,"§",978,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/07amflorence.wav,unamericana-a-parigi/07amflorence.wav
un-americana-a-parigi,9,amflorence-2,"§",747,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/08amflorence.wav,unamericana-a-parigi/08amflorence.wav
un-americana-a-parigi,10,am-5,"§",1336,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/09am.wav,unamericana-a-parigi/09am.wav
un-americana-a-parigi,11,am-6,"§",1110,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/10am.wav,unamericana-a-parigi/10am.wav
un-americana-a-parigi,12,am-7,"§",367,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/11am.wav,unamericana-a-parigi/11am.wav
un-americana-a-parigi,13,am-8,"§",834,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/12am.wav,unamericana-a-parigi/12am.wav
un-americana-a-parigi,14,am-9,"§",811,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/13am.wav,unamericana-a-parigi/13am.wav
un-americana-a-parigi,15,am-10,"§",322,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/14am.wav,unamericana-a-parigi/14am.wav
un-americana-a-parigi,16,am-11,"§",537,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/15am.wav,unamericana-a-parigi/15am.wav
un-americana-a-parigi,17,am-12,"§",635,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/16am.wav,unamericana-a-parigi/16am.wav
un-americana-a-parigi,18,am-13,"§",643,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/17am.wav,unamericana-a-parigi/17am.wav
un-americana-a-parigi,19,am-14,"§",1327,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/18am.wav,unamericana-a-parigi/18am.wav
un-americana-a-parigi,20,am-15,"§",437,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/19am.wav,unamericana-a-parigi/19am.wav
un-americana-a-parigi,21,am-16,"§",887,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/20am.wav,unamericana-a-parigi/20am.wav
un-americana-a-parigi,22,am-17,"§",303,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/21am.wav,unamericana-a-parigi/21am.wav
un-americana-a-parigi,23,amlabirint,"Il labirinto",868,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/22amlabirint.wav,unamericana-a-parigi/22amlabirint.wav
un-americana-a-parigi,24,amlabirint-2,"§",714,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/23amlabirint.wav,unamericana-a-parigi/23amlabirint.wav
un-americana-a-parigi,25,labir,"§",997,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/24labir.wav,unamericana-a-parigi/24labir.wav
un-americana-a-parigi,26,labir-2,"§",524,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/25labir.wav,unamericana-a-parigi/25labir.wav
un-americana-a-parigi,27,labir-3,"§",501,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/26labir.wav,unamericana-a-parigi/26labir.wav
un-americana-a-parigi,28,labir-4,"§",274,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/27labir.wav,unamericana-a-parigi/27labir.wav
un-americana-a-parigi,29,sestastrada,"Sesta Strada",630,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/28sestastrada.wav,unamericana-a-parigi/28sestastrada.wav
un-americana-a-parigi,30,sestastrada-2,"§",230,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/29sestastrada.wav,unamericana-a-parigi/29sestastrada.wav
un-americana-a-parigi,31,sestastrada-3,"§",614,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/30sestastrada.wav,unamericana-a-parigi/30sestastrada.wav
un-americana-a-parigi,32,sesta,"§",592,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/31sesta.wav,unamericana-a-parigi/31sesta.wav
un-americana-a-parigi,33,sesta-2,"§",430,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/32sesta.wav,unamericana-a-parigi/32sesta.wav
un-americana-a-parigi,34,am-18,"§",461,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/33am.wav,unamericana-a-parigi/33am.wav
un-americana-a-parigi,35,am-19,"§",641,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/34am.wav,unamericana-a-parigi/34am.wav
un-americana-a-parigi,36,am-20,"§",358,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/35am.wav,unamericana-a-parigi/35am.wav
un-americana-a-parigi,37,am-21,"§",936,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/36am.wav,unamericana-a-parigi/36am.wav
un-americana-a-parigi,38,am-22,"§",412,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/37am.wav,unamericana-a-parigi/37am.wav
un-americana-a-parigi,39,am-23,"§",1203,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/38am.wav,unamericana-a-parigi/38am.wav
un-americana-a-parigi,40,am-24,"§",317,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/39am.wav,unamericana-a-parigi/39am.wav
un-americana-a-parigi,41,am-25,"§",316,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/40am.wav,unamericana-a-parigi/40am.wav
un-americana-a-parigi,42,am-26,"§",498,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/41am.wav,unamericana-a-parigi/41am.wav
un-americana-a-parigi,43,amladies,"Ladies don’t",939,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/42amladies.wav,unamericana-a-parigi/42amladies.wav
un-americana-a-parigi,44,am-27,"Piccole donne uccidono",1243,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/43am.wav,unamericana-a-parigi/43am.wav
un-americana-a-parigi,45,ampost,"Postfazione",1179,https://pub-5c8f826260ec4bc4a78e9186bb598e0e.r2.dev/unamericana-a-parigi/44ampost.wav,unamericana-a-parigi/44ampost.wav
